candidate_id,fold_id,mse,rmse,mae,smape,naive_rmse,rmse_ratio,mae_ratio,feature_clip_fraction,elapsed_seconds,prediction_latency_ms_p95,n_rules,max_rules,max_dictionary_size,dictionary_replacements,dictionary_replacement_rate
frozen_parameters_minmax,validation_1,0.02758607998160395,0.16609057764245372,0.07634981790213971,1.216376075281529,0.1675141785043881,0.9915016097464425,1.0081743349190615,0.9903846153846154,1.230683500005398,1.7197449999999996,9,9,20,100,0.22026431718061673
frozen_parameters_minmax,validation_2,0.009313795955521974,0.09650800979981906,0.06562074467897272,1.1125714143482928,0.09289158279330884,1.0389316975528027,1.083263086763995,0.057692307692307696,1.1660463999724016,1.6406849999999995,9,9,20,111,0.21936758893280633
frozen_parameters_minmax,validation_3,0.004068954684707616,0.06378835853592421,0.029561117586581618,0.49286547816440796,0.08187701847188959,0.7790752487869882,0.9373037283550266,0.0,1.1011863999883644,2.1044299999999994,11,11,20,95,0.17025089605734767
frozen_parameters_robust_bounded,validation_1,0.027559180061313842,0.16600957822160095,0.07559422188540352,1.1988074350699547,0.1675141785043881,0.9910180720448822,0.9981969370342769,0.0,1.030956300033722,2.3627299999999978,9,9,20,92,0.2026431718061674
frozen_parameters_robust_bounded,validation_2,0.008738273650972347,0.09347873368297384,0.06153930857626744,1.035163053955359,0.09289158279330884,1.0063208190883286,1.0158869987193362,0.0,1.1109106999938376,0.6238299999999999,7,7,20,120,0.23715415019762845
frozen_parameters_robust_bounded,validation_3,0.006044422357496441,0.07774588321896177,0.028875178961371706,0.4852287998063999,0.08187701847188959,0.9495446301046472,0.9155544548727611,0.0,1.0773683000006713,1.589815,8,8,20,126,0.22580645161290322
